id_film,titre_original,annee_sortie,duree,genres,acteurs,personnage_film,directeur,moyenne_notes,nombre_votes,description_en,popularite,chemin_affiche,description_fr,trailer_url,video_id,index_original
tt13612648,French Blood 1 - Mr. Pig,2020,81,['Horror'],"['Emmanuel Bonami', 'Emmanuel Bonami', 'Emmanuel Bonami']","['Mr. FROG', 'Martin Calais', 'Papa']",['Rodolphe Bonnet'],4.8,56.0,"FRENCH BLOOD tells the story of a woman who was raped and left for dead by a gang of five men hiding behind masks: Mr. Pig, Mr. Rabbit, Mr. Frog, Mr. Sheep and Mr. Wolf. It’s now up to her to take up the mask and her revenge…  This is the thread that leads from one movie to the other: HER revenue. In the first five chapters, she finds each one of her five abusers, and so wearing her mask she lets her anger and hurt loose. Every chapter of FRENCH BLOOD includes three to four short films, all of them dealing with the single storyline of the main character.  In this butcher's shop, a young geek addicted to horror films is stripped naked by a pervert zombie, a group of friends is murdered with a machete by a couple of degenerates, and an old successful author is found dead in his mansion, while a pedophile psychopath prowls around.",1.644,/xkTVKb8Ws7yHbk3MwIiya9qiHj2.jpg,"French Blood est la première franchise française de films de genre à sketches. Au travers d'histoires courtes liées entre elles par un fil rouge sanglant, un collectif de 30 réalisatrices et réalisateurs français expérimente une nouvelle approche de l'anthologie de l’horreur et du fantastique. Le déviant cochon, le fourbe lapin, l’intellectuel grenouille, le gourmet mouton et l’énigmatique loup devaient la tuer, elle et son enfant. Ils ont foiré. Maintenant elle est en colère. Soyez témoins de sa vengeance !  La Femme au Masque balance son porc en charcutant l’homme qui l'a kidnappée et violée. Mais la présence d’une petite fille dans les pieds de cochon risque de contrecarrer ses plans… Dans cette boucherie, une jeune geek accro aux films d’horreur est déshabillée par un zombie vicelard, un groupe d'amis est trucidé à coup de machette par un couple de dégénérés, et un vieil auteur à succès est retrouvé mort dans son manoir, tandis qu'un psychopathe pédophile rôde dans les parages.",,,10
tt13694256,Tes Yeux Mourants/That Cold Dead Look in Your Eyes,2021,91,"['Comedy', 'Horror', 'Thriller']","['Franck Raharinosy', 'Alan Ceppos', 'Nora Arnezeder']","['Leonard', 'Dennis', 'Marie']",['Onur Tukel'],6.0,70.0,"Leonard is about to lose his girlfriend, home and job. Upon that, he’s having strange hallucinations. Is it stress or an after effect of new technology installed all over the city? He must figure it out or he’ll be trapped in this nightmare forever.",1.504,/zvna1Aa3VLqzy0A8STommNN2Do8.jpg,"Leonard est sur le point de perdre sa petite amie, sa maison et son travail. De plus, il a d'étranges hallucinations. S'agit-il de stress ou d'un effet secondaire de la nouvelle technologie installée dans toute la ville ? Il doit trouver une solution ou il sera piégé dans ce cauchemar pour toujours.",,,11
tt13740912,Fantasme,2020,53,['Drama'],"['Audrey Pirault', 'Sébastien Chassagne', 'Adrien Ménielle']","['Vic', 'Gabriel', 'Arno']",['Éléonore Costes'],8.0,52.0,We all have ghosts (or cosmonauts) in our lives.,0.816,/k08cSNCJPAxdiupFoVBbMMSVBUx.jpg,Nous avons tous des fantômes (ou des astronautes) dans notre vie.,,,12
tt14317880,Coupez!,2022,112,"['Comedy', 'Horror']","['Romain Duris', 'Romain Duris', 'Bérénice Bejo']","['Rémi', 'Higurashi', 'Nadia']",['Michel Hazanavicius'],6.4,4999.0,Things go badly for a small film crew shooting a low-budget zombie movie when they are attacked by real zombies.,14.101,/hBUdnylt2a84PwGIPQcZDkCVB5M.jpg,"Un tournage de film de zombies dans un bâtiment désaffecté. Entre techniciens blasés et acteurs pas vraiment concernés, seul le réalisateur semble investi de l’énergie nécessaire pour donner vie à un énième film d'horreur à petit budget. L’irruption d’authentiques morts-vivants va perturber le tournage.",https://www.youtube.com/watch?v=kOP6Os0n7Qg,kOP6Os0n7Qg,13
tt14471774,Mastemah,2022,100,"['Horror', 'Thriller']","['Camille Razat', 'Olivier Barthélémy', 'Tibo Vandenborre']","['Louise Wilmens', 'Théo Liblis', 'François de Maistre']",['Didier D. Daarwin'],4.3,572.0,"After a traumatic accident during a hypnosis seance, young psychiatrist Louise opens a new office in the middle of nowhere. When she starts analyzing Theo, a dark and mysterious man, people around her start to die.",2.126,/klg7SAsdtNCgvu8v7LzMQRoN9By.jpg,"Après la mort brutale d’un proche lors d’une séance d’hypnose qu’elle animait, Louise, jeune psychiatre tente de se reconstruire en s’installant dans un petit village de l’Aubrac. L’arrivée d’un nouveau patient au comportement étrange va la plonger dans une spirale infernale. Sa vie et celles des autres vont devenir un véritable enfer.",https://www.youtube.com/watch?v=URPuoXDXc_k,URPuoXDXc_k,14
tt14668028,Nouveau Québec,2021,96,['Drama'],"['Christine Beaulieu', 'Jean-Sébastien Courchesne', 'Jean-Luc Kanapé']","['Sophie', 'Mathieu', 'Jean-Louis']",['Sarah Fortin'],6.0,53.0,"Accompanied by her lover, Sophie travels to the Côte-Nord to honour her late father’s last wishes: namely, to have his ashes scattered in Schefferville, the place where he’d spent much of his life before the mine closed. When tragedy strikes, the couple find themselves trapped in a near-ghost town whose past secrets begin to bubble back up to the surface. A spine-tingling thriller set way, way out of the city, Fortin’s splendidly crafted first feature, anchored in the Innu community of Matimekush, ventures into an isolated region to set the stage for an authentic encounter between the quintessential city slicker and nature.",1.599,/nCLEjBYM7QthDl7n5fmsiAiXpVZ.jpg,"Sophie et Mathieu, un couple dans la trentaine, se rendent à Schefferville pour régler la succession du chalet du père de Sophie, ancien mineur dans ce village quasi-fantôme. Sur place, Sophie retrouve Réjean, son oncle, ancien mineur lui aussi. Mais lorsqu’un incident tragique impliquant Réjean se produit sur les lieux, avec Mathieu comme seul témoin, le voyage prend une tournure insoupçonnée.",,,15
tt15035902,Joyeuse retraite! 2,2022,92,['Comedy'],"['Thierry Lhermitte', 'Michèle Laroque', 'Nicolas Martinez']","['Philippe Blanchot', 'Marilou Blanchot', 'Olivier']",['Fabrice Bracq'],5.0,638.0,"Marilou and Philippe decide to show their grandchildren their new holiday home in Portugal. But once there, they discover to their horror that the house is still under construction. This is just the beginning of the problems for the grandparents, because soon they will lose their children. They have only two days left to find them, before their parents join them.",119.093,/yKAJgM7oWE787HwKYSejg3Q6ocL.jpg,"lls pensaient enfin passer une retraite tranquille… 3 ans ont passé. Marilou et Philippe décident de faire découvrir à leurs petits-enfants leur nouvelle maison de vacances au Portugal. Mais une fois sur place, ils découvrent horrifiés que la maison est encore en chantier ! Ce n’est que le début des galères pour les grands-parents car bientôt… ils perdent les gamins. Il ne leur reste plus que deux jours pour les retrouver, avant que leurs parents ne les rejoignent.",https://www.youtube.com/watch?v=3kO9Ujtx8Es,3kO9Ujtx8Es,16
tt15152316,La tour,2022,89,"['Drama', 'Fantasy', 'Horror']","['Angèle Mac', 'Hatik', 'Ahmed Abdel Laoui']","['Assitan', 'Ahmed', 'Chakib']",['Guillaume Nicloux'],4.7,1089.0,"In the heart of a city, the inhabitants of a tower wake up one morning to find that their building is shrouded in an opaque fog, obstructing doors and windows - a strange dark matter that devours anything that tries to pass through it. Trapped, the residents try to organize themselves, but to ensure their survival they gradually succumb to their most primitive instincts, until they sink into horror...",2.464,/AntmPfbbt8Hrlw0M7lfm6cYwJYa.jpg,"Au cœur d’une cité, les habitants d'une tour se réveillent un matin et découvrent que leur immeuble est enveloppé d’un brouillard opaque, obstruant portes et fenêtres – une étrange matière noire qui dévore tout ce qui tente de la traverser. Pris au piège, les résidents tentent de s’organiser, mais pour assurer leur survie ils succombent peu à peu à leurs instincts les plus primitifs, jusqu’à sombrer dans l’horreur.",https://www.youtube.com/watch?v=n6VjbQBHweg,n6VjbQBHweg,17
tt15167162,Les volets verts,2022,98,['Drama'],"['Gérard Depardieu', 'Fanny Ardant', 'Benoît Poelvoorde']","['Jules Maugin', 'Jeanne Swann', 'Félix']",['Jean Becker'],5.7,306.0,"The twilight of a sacred monster, Jules Maugin, an actor at the height of his glory. Beneath the famous personality, the big mouth, and the social shell, lies the intimate portrait of a man laid bare.",3.581,/9kQd5ofi1BeJZo7fdqGc1upd5tn.jpg,"Le portrait d’un monstre sacré, Jules Maugin, un acteur au sommet de sa gloire dans les années 70. Sous la personnalité célèbre, l’intimité d’un homme se révèle.",https://www.youtube.com/watch?v=ODXQoowdemQ,ODXQoowdemQ,18
tt15471560,Fumer fait tousser,2022,77,"['Comedy', 'Horror', 'Sci-Fi']","['Gilles Lellouche', 'Vincent Lacoste', 'Anaïs Demoustier']","['Benzène', 'Méthanol', 'Nicotine']",['Quentin Dupieux'],6.5,5472.0,"After a devastating battle against a diabolical turtle, a team of five avengers – known as the ""Tobacco Force"" - is sent on a mandatory retreat to strengthen their decaying group cohesion. Their sojourn goes wonderfully well until Lézardin, Emperor of Evil, decides to annihilate planet Earth.",11.946,/7aYwL5VEzGkBvww9YFYKBPGBbRt.jpg,"Après un combat acharné contre une tortue démoniaque, cinq justiciers qu’on appelle les ""TABAC FORCE"", reçoivent l’ordre de partir en retraite pour renforcer la cohésion de leur groupe qui est en train de se dégrader. Le séjour se déroule à merveille jusqu’à ce que Lézardin, empereur du Mal, décide d’anéantir la planète Terre…",https://www.youtube.com/watch?v=KhoymAU8AN4,KhoymAU8AN4,19
tt15732624,Le Landau,2022,81,"['Horror', 'Mystery', 'Thriller']","['Jean Aloïs Belbachir', 'Olivier Guibert', 'Matilda Moreillon']","['Mika', 'Tom', 'Clara']",['Benjamin Dauwe'],4.7,7.0,"Clara and Mika, a young couple, leave for their very first romantic week-end. An unusual country lodge awaits them for a two-day period of rest and recuperation. The appearance of a curious and disturbing character will interfere with their stay at the lodge. Strange phenomena occur that are going to interfere with the couple's perception of reality as well as their destiny.",0.6,/8gayibz14sqP8g3jla5U8DQnZ7v.jpg,"Clara et Mika, un jeune couple, partent pour leur tout premier week-end romantique. Un pavillon de campagne inhabituel les attend pour une période de repos et de récupération de deux jours. L'apparition d'un personnage curieux et inquiétant va perturber leur séjour. Des phénomènes étranges se produisent qui vont interférer avec la perception de la réalité du couple ainsi qu'avec leur destin.",https://www.youtube.com/watch?v=_RxLkx4Fp0o,_RxLkx4Fp0o,20
tt15783304,Cet été-là,2022,99,"['Comedy', 'Drama']","['Rose Pou-Pellicer', 'Juliette Havelange', 'Marina Foïs']","['Dune', 'Mathilde', 'Sarah']",['Éric Lartigau'],5.5,239.0,"Every summer, 10-year-old Dune goes with her parents to the south-west coast of France, where she meets her best friend Mathilde. Together, they explore pine forests, contemplate the shape of clouds, follow teenagers and crash their parties, and secretly watch horror films. But this one summer is special for Dune – last year, the family skipped their usual holiday without her knowing why. She feels that something has changed. As childhood becomes a little more distant, she begins to see adults and teenagers differently and understand their secrets.",4.872,/5Hk4dsEw19QaGiII6uHKiJQ3lCH.jpg,"Dune a 11 ans. Depuis toujours, chaque été, elle traverse la France avec ses parents pour passer les vacances dans leur vieille maison des Landes. Là-bas, Mathilde, 9 ans, l’attend de pied ferme. Une amitié sans failles. Mais cet été-là ne sera pas un été de plus. L’année dernière, Dune et ses parents ne sont pas venus. On ne lui a pas dit pourquoi mais elle sent que quelque chose a changé. Sa mère si distante, les disputes des parents, Mathilde qui tarde à grandir, l’odeur des pins entêtante, le sable qui n’est plus si doux, les films d’horreur ridicules, les amours des grands ados du coin, tout met Dune en alerte. Elle veut comprendre, savoir. Cet été-là Dune va grandir.",https://www.youtube.com/watch?v=7WQfOZPe_3c,7WQfOZPe_3c,21
tt16356522,Genocidium,2022,70,"['Drama', 'Horror', 'Thriller']","['Eva Langlet', 'Alexandre David Lejuez']","['Angèle Mandy Bonaparte', 'The dictator']",['Alexandre David Lejuez'],5.8,24.0,"Far away in a dark countryside, the sequestration of a young woman, Angèle Mandy Bonaparte, by her executioner in search of a tyrannical victory.",0.6,/1fOrwVKblux3rfqkpP4grRWEDuf.jpg,"Au fin fond d'une sombre campagne, la séquestration d'une jeune femme, Angèle Mandy Bonaparte, par son bourreau en quête d'une victoire tyrannique.",https://www.youtube.com/watch?v=w9RTuhM-q2k,w9RTuhM-q2k,22
tt16540514,Deep Fear,2022,80,['Horror'],"['Sofia Lesaffre', 'Victor Meutelet', 'Joseph Olivennes']","['Sonia', 'Henry', 'Ramy']",['Grégory Beghin'],5.0,909.0,"Three students celebrate their graduation with a visit of the Paris catacombs. When they discover a bunker, little do they know it's not the only thing that Nazi have left behind...",5.524,/xSTVDy2Pt5dtQrWC9BcaZZKWV0d.jpg,"Trois jeunes étudiants, fraîchement diplômés, décident de s’éclater en visitant les catacombes. Ils sont loin de se douter que leur expédition va virer au cauchemar. Sonia et ses deux acolytes, Max et Henry, tenteront d’échapper à une étrange créature qui se cache dans les entrailles de la Terre et de rejoindre la surface pour se sauver des griffes de l’Enfer.",https://www.youtube.com/watch?v=ReHf6sQpZgw,ReHf6sQpZgw,23
tt19783626,"Arthur, malédiction",2022,87,"['Horror', 'Thriller']","['Mathieu Berger', 'Thalia Besson', 'Yann Mendy']","['Alex', 'Samantha', 'Jean']",['Barthélémy Grossmann'],3.3,1123.0,Alex is an 18 year old young man. He has been a big fan of the Arthur and the Minimoys fantasy film saga for years. Then his group of friends suggests that he goes to the abandoned house where the film was shot. They are unaware that they are about to fall into a deadly plot.,9.241,/2MVrHAbbMFXhFmLsVK1BbWAcHzW.jpg,"Alex, 18 ans, est un fan de la série de films fantastiques Arthur depuis qu'il est enfant. Lorsque son groupe d'amis très soudé le surprend en l'invitant à se rendre dans la maison abandonnée où le film a été tourné, ils se dirigent involontairement vers un piège tordu et mortel. Ce qui était autrefois un rêve d'enfant va bientôt se transformer en un véritable cauchemar.",https://www.youtube.com/watch?v=bun9IvHeH_U,bun9IvHeH_U,24
tt20413946,Tout fout le camp,2022,94,['Comedy'],"['Thomas Scimeca', 'Nicolas Belvalette', 'Jonathan Capdevielle']","['Thomas', 'Usé', 'Jojo']",['Sébastien Betbeder'],5.5,94.0,"Thomas, a frustrated reporter who works for a local newspaper in North of France, is assigned to write a portrait of alternative musician and recent mayoral candidate Usé. After the interview, the two men happen upon the inanimate body of a man lying in a desolate alley.  To their surprise, the man – Jojo – rises before them like a zombie. He appears to be fine, but has lost his memory. Some clues lead them to Jojo’s little sister Marilou. Through a series of unexpected events, the newfound friends forge bonds and embark upon a surreal journey.",1.079,/ueLIO5XdY5O0BWRUEyWxMfND3nJ.jpg,"Dans une ville du Nord de la France, Thomas, pigiste au journal local, doit faire le portrait d'Usé, musicien atypique et ancien candidat à l'élection municipale. Tandis que les deux hommes apprennent à se connaître, ils découvrent, le corps inanimé de Jojo. Mais ce dernier ressuscite.",https://www.youtube.com/watch?v=pvxQVBkp4xU,pvxQVBkp4xU,25
tt21358120,Laura Laune : Le diable est une gentille petite fille,2020,84,['Comedy'],['Laura Laune'],['Laura Laune'],['Anthony Adam'],8.0,13.0,"Laura, this young and pretty blonde with the face of such an innocent angel arrives on stage ... What does she have in store for you?  Laura Laune has no limits, she dares everything! In a stripping black humor and a total irreverence, the angelic madness of Laura Laune and her characters full of paradoxes gives you chills: is she innocent or mean? Aware of his words or just crazy to link? From a nursery rhyme that goes into a spin, characters of seemingly imperceptible madness, the show has many surprises in store for you. Sheltered under his air of a little fair-haired girl, the Belgian humorist, who caused a sensation by winning all the prizes of the humor festivals of the last two years, uncompromisingly tackles the most difficult themes: maternity, education, parenthood , abuse, homosexuality, racism, homophobia, and many others.  With Laura Laune, you will discover the monsters hiding in the closet!",1.539,/bp5hb0RQIPi55qxvPuetU2veBdg.jpg,"Architecte de formation, Laura Laune a rapidement choisi de changer radicalement d'orientation professionnelle pour monter sur les planches. Elle se sert de son visage d'ange pour diffuser un humour noir et incisif et revisite des contes de fées dans son style bien particulier.",https://www.youtube.com/watch?v=fYxe8bg5hHw,fYxe8bg5hHw,26
tt22299048,Pandemonium,2023,95,['Horror'],"['Arben Bajraktaraj', 'Charles Bousquet', 'Hugo Dillon']","['Daniel', 'Le détrousseur', 'Nathan']",['Quarxx'],5.3,953.0,"Nathan and Daniel wake at the scene of a car crash, confused and seemingly unscathed. The two men begin to understand that they did not make it after all. Nathan’s past acts will now determine his fate, however reprehensible they may have been. He will have to leave this earthly world and enter the depths of Hell, where is confronted with other tormented souls and forced to experience their pain, too. Jeanne, a psychotic little girl whose parents are frightened as she is prone to violence; Julia, who spiralled out of control after her daughter’s suicide. But this is only the beginning…  From the creative mind of artist Quarxx, comes this aesthetically stunning and relentlessly macabre tale.",1.076,/xKZZN3aDsg6DZNnHZUDkTXKvMiA.jpg,"Deux inconnus, Nathan et Daniel, sortent vraisemblablement indemnes d'un violent accident de voiture au bord d'une route de montagne isolée. Quand la réalité de leur situation se révèle et que le ton monte, deux étranges portes apparaissent au beau milieu de la route, chacune offrant un destin opposé. Tryptique sur l'exploration de la culpabilité et de la punition, qui ne s'épargne pas de montrer les face les plus sombres de l'humanité.",,,27
tt22300636,Le marchand de sable,2022,105,['Drama'],"['Moussa Mansaly', 'Aïssa Maïga', 'Ophélie Bau']","['Djo Tiéné', 'Félicité', 'Aurore']",['Steve Achiepo'],6.2,123.0,"Marked by years of prison, Djo, a parcel delivery man in the Paris suburbs, lives modestly with his mother and daughter. One day, an aunt who has just fled the Ivorian conflict arrives at their home with her three children. In a hurry, Djo manages to find them a place to live. But faced with the growing demand and with the prospect of offering a decent life to his daughter, Djo switches and becomes a sleep merchant.",2.817,/7v9x16airyCDkHDLfF8EkWFxL2l.jpg,"Marqué par des années de prison, Djo, livreur de colis en banlieue parisienne, vit modestement chez sa mère avec sa fille.  Un jour, une tante qui vient de fuir le conflit ivoirien débarque chez eux avec ses trois enfants. Dans l’urgence, Djo réussit à leur trouver un local.  Mais face à la demande croissante et dans la perspective d’offrir une vie décente à sa fille, Djo bascule et devient marchand de sommeil.",https://www.youtube.com/watch?v=l6QgQWmQBIg,l6QgQWmQBIg,28
tt22648880,13 Notes en Rouge,2022,74,['Horror'],"['Guillaume Beylard', 'Marine Bohin', 'Jeanne Dessart']",['Inconnu'],['François Gaillard'],6.2,15.0,"After a seemingly drunken evening, Charlotte wakes up in the middle of the night on her bed. While she has no memory of the past few hours, she hears her co-tenant being violently attacked in her room.",0.653,/zqxFE3p0hpvsXbEd7h7ATOeHv6C.jpg,"Après une soirée bien arrosée, Charlotte se réveille au beau milieu de la nuit, entendant dans la pièce voisine sa colocataire se faire brutaliser par un assaillant inconnu... avant de se faire tuer de manière particulièrement violente.  La brute serait à la recherche d'un objet précieux que les filles lui auraient volé dans sa propriété...  Seule face au meurtrier, Charlotte va devoir se souvenir... pour pouvoir survivre.",https://www.youtube.com/watch?v=2g3D7RdqPjA,2g3D7RdqPjA,29
tt4546694,Brain Freeze,2021,91,"['Comedy', 'Horror']","['Iani Bédard', 'Roy Dupuis', 'Marianne Fortier']","['André', 'Dan', 'Patricia']",['Julien Knafo'],4.9,842.0,A fertilizer used in a rich gated community becomes the source of a genetic mutation that transforms its residents into zombies. Can a teenager and his baby sister break free from the quarantined island before turning into grass?,6.249,/47p7TSZAZK9Rc0FKwAcERPrNxvJ.jpg,"Au début de l’hiver, dans une enclave huppée où le loisir et l’argent ne connaissent pas de limite, un club de golf donne le contrat à une multinationale sans morale de modifier génétiquement son gazon afin de rester ouvert à l’année. L’eau de l’Île-aux-Paons devient ainsi contaminée par un fertilisant « révolutionnaire » qui a l’avantage de faire fondre la neige, mais transforme ses habitants en mutants. Sous ses yeux, André, 13 ans, voit éclore l’épidémie foudroyante qui fait de lui un orphelin. Horrifié, il doit lutter pour sa survie et celle de sa sœur, bébé d’un an, quand il rencontre Dan, gardien de sécurité et piètre survivaliste de 50 ans. Devant l’urgence, André et Dan se lanceront dans une enquête qui les mènera au chalet du Club de Golf. Mais cela ne se passera pas sans avoir perdu quelques plumes au passage…",,,30
