tconst,originalTitle,startYear,runtimeMinutes,genres,nconst,actorName,ordering,characters,directorName,averageRating,numVotes,budget_x,imdb_id_x,original_title_x,overview_x,popularity_x,poster_path_x,production_countries_x,release_date_x,revenue_x,runtime_x,spoken_languages_x,title_x,vote_average_x,vote_count_x,production_companies_name_x,production_companies_country_x,budget_y,imdb_id_y,original_title_y,overview_y,popularity_y,poster_path_y,production_countries_y,release_date_y,revenue_y,runtime_y,spoken_languages_y,title_y,vote_average_y,vote_count_y,production_companies_name_y,production_companies_country_y
tt10081788,L'oiseau de paradis,2020,89,Drama,nm10558383,Blanche-Neige Huri,2,"[""Yasmina""]",Paul Manate,5.2,27.0,0,tt10081788,L'Oiseau de paradis,"While Teivi is just a typical ambitious young man from the Tahitian golden youth, his distant cousin, Yasmina, is a full-blooded Maori owner of a mysterious gift that isolates her from the world. When  their paths clash, she will determinedly give full vent to her hided magic powers.",1.359,/bFb8rrph39j9lHK0vyevfDA4Zyk.jpg,['FR'],2020-10-02,0,89,"['fr', 'ty']",Paradise,0.0,0,['Local Films'],['FR'],0,tt10081788,L'Oiseau de paradis,"While Teivi is just a typical ambitious young man from the Tahitian golden youth, his distant cousin, Yasmina, is a full-blooded Maori owner of a mysterious gift that isolates her from the world. When  their paths clash, she will determinedly give full vent to her hided magic powers.",1.359,/bFb8rrph39j9lHK0vyevfDA4Zyk.jpg,['FR'],2020-10-02,0,89,"['fr', 'ty']",Paradise,0.0,0,['Local Films'],['FR']
tt10081788,L'oiseau de paradis,2020,89,Drama,nm0221029,Patrick Descamps,3,"[""Député Gilot""]",Paul Manate,5.2,27.0,0,tt10081788,L'Oiseau de paradis,"While Teivi is just a typical ambitious young man from the Tahitian golden youth, his distant cousin, Yasmina, is a full-blooded Maori owner of a mysterious gift that isolates her from the world. When  their paths clash, she will determinedly give full vent to her hided magic powers.",1.359,/bFb8rrph39j9lHK0vyevfDA4Zyk.jpg,['FR'],2020-10-02,0,89,"['fr', 'ty']",Paradise,0.0,0,['Local Films'],['FR'],0,tt10081788,L'Oiseau de paradis,"While Teivi is just a typical ambitious young man from the Tahitian golden youth, his distant cousin, Yasmina, is a full-blooded Maori owner of a mysterious gift that isolates her from the world. When  their paths clash, she will determinedly give full vent to her hided magic powers.",1.359,/bFb8rrph39j9lHK0vyevfDA4Zyk.jpg,['FR'],2020-10-02,0,89,"['fr', 'ty']",Paradise,0.0,0,['Local Films'],['FR']
tt10088984,Ouistreham,2021,106,Drama,nm0000300,Juliette Binoche,1,"[""Marianne Winckler""]",Emmanuel Carrère,6.9,2567.0,0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']",0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']"
tt10088984,Ouistreham,2021,106,Drama,nm12763794,Louise Pociecka,2,"[""Louise""]",Emmanuel Carrère,6.9,2567.0,0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']",0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']"
tt10088984,Ouistreham,2021,106,Drama,nm12763795,Steve Papagiannis,3,"[""Steve""]",Emmanuel Carrère,6.9,2567.0,0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']",0,tt10088984,Ouistreham,"Marianne Winckler, a well-known author, goes to live in northern France to research for her new book on the subject of job insecurity. Without revealing her true identity, she gets hired as a cleaner, working with a group of other women. In this new role, she experiences financial instability and social invisibility first-hand. But she also discovers mutual assistance and solidarity, strong bonds shared by these behind-the-scenes working women.",6.928,/rBxKNyi3G9Huws52hjVdIdVkfrI.jpg,['FR'],2022-01-12,0,107,"['fr', 'de']",Between Two Worlds,6.933,90,"['Cinéfrance', 'Curiosa Films']","['FR', 'FR']"
tt10092752,La terre et le sang,2020,80,"Action,Drama,Thriller",nm0098793,Sami Bouajila,1,"[""Saïd""]",Julien Leclercq,5.2,2958.0,0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']",0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']"
tt10092752,La terre et le sang,2020,80,"Action,Drama,Thriller",nm0248254,Eriq Ebouaney,2,"[""Adama""]",Julien Leclercq,5.2,2958.0,0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']",0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']"
tt10092752,La terre et le sang,2020,80,"Action,Drama,Thriller",nm2027009,Samy Seghir,3,"[""Yanis""]",Julien Leclercq,5.2,2958.0,0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']",0,tt10092752,La Terre et le Sang,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,12.913,/23S0NEXXOMhhXhF566Pw5sx7hnZ.jpg,"['BE', 'FR']",2020-04-17,0,80,['fr'],Earth and Blood,6.164,274,"['Labyrinthe Films', 'uMedia']","['FR', 'BE']"
tt10098442,L'autre,2020,77,Drama,nm2793591,Astrid Bergès-Frisbey,1,"[""Marie""]",Charlotte Dauphin,6.1,69.0,0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR'],0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR']
tt10098442,L'autre,2020,77,Drama,nm0858022,James Thierrée,2,"[""Paul""]",Charlotte Dauphin,6.1,69.0,0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR'],0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR']
tt10098442,L'autre,2020,77,Drama,nm0342393,Anouk Grinberg,3,"[""Marie""]",Charlotte Dauphin,6.1,69.0,0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR'],0,tt10098442,L'autre,An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.,0.882,/CCoQz61ZKCXMeb39XOduBDqfBx.jpg,['FR'],2020-01-08,0,77,['fr'],The Other,6.6,8,['Marignan Films'],['FR']
tt10098452,Animals,2021,91,"Crime,Drama",nm7424966,Soufiane Chilah,1,"[""Brahim""]",Nabil Ben Yadir,6.5,731.0,0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']",0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']"
tt10098452,Animals,2021,91,"Crime,Drama",nm12375150,Gianni Guettaf,2,"[""Loïc""]",Nabil Ben Yadir,6.5,731.0,0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']",0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']"
tt10098452,Animals,2021,91,"Crime,Drama",nm10758267,Vincent Overath,3,"[""Geoffroy""]",Nabil Ben Yadir,6.5,731.0,0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']",0,tt10098452,Animals,"Brahim is a young man, and secretly gay. At his mother’s birthday party, tensions around his unaccepted sexuality become unbearable. Brahim flees the oppressive family home into the night, where a terrible encounter awaits...",2.047,/taNO8ww04C8M4IMVbZDOjutNoD8.jpg,['BE'],2022-06-23,0,91,['fr'],Animals,3.7,3,"['10.80 Films', 'A Team Productions', 'Les Films du Fleuve', 'Maje Productions']","['BE', 'BE', 'BE', '']"
tt10123698,Miss,2020,107,"Comedy,Drama",nm6913087,Alexandre Wetter,1,"[""Alex Dufresnoy""]",Ruben Alves,6.4,1016.0,0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']",0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']"
tt10123698,Miss,2020,107,"Comedy,Drama",nm0033389,Pascale Arbillot,2,"[""Amanda""]",Ruben Alves,6.4,1016.0,0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']",0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']"
tt10123698,Miss,2020,107,"Comedy,Drama",nm0620964,Isabelle Nanty,3,"[""Yolande""]",Ruben Alves,6.4,1016.0,0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']",0,tt10123698,Miss,A young man seeking his sexual identity decides to take part in the Miss France beauty pageant.,5.732,/fAXgta3EKncuvZeZFjT47GnVqi0.jpg,['FR'],2020-10-21,0,107,['fr'],Miss,7.227,141,"['Chapka Films', 'Zazi Films', 'Pandora Filmes', 'Warner Bros. Entertainment France']","['FR', 'FR', 'BR', 'FR']"
